mcsa_id,best_model,aic.fit1,r.sq.fit1,dev.expl.fit1,aic.fit2,r.sq.fit2,dev.expl.fit2,aic.fit12,r.sq.fit12,dev.expl.fit12,rmse_lrmsf.fit1,rmse_lrmsf.fit2,rmse_lrmsf.fit12,rmse_dactive.fit1,rmse_dactive.fit2,rmse_dactive.fit12,range_s1,range_s2,range_s2_rel,range_s1_rel,shapley_lrmsf,shapley_dactive,prop_lrmsf,prop_dactive
2,fit12,447.7030415431822,0.3509,0.3564105286221893,454.90885430074223,0.3374,0.34769849198539904,410.67693141304903,0.4446,0.4579030258490642,0.044468327795793565,0.18093879426155132,0.039673923203123705,0.19627285324470628,0.04102356868478128,0.04282651085972855,1.3015771468950956,2.0530896445655675,0.6120100064160551,0.38798999358394487,0.23330753124292725,0.22459549460613698,0.5095129712460799,0.4904870287539201
15,fit12,335.5806886167633,0.5031,0.5091850630236359,395.82825154282574,0.3456,0.3484965357884584,286.0606532262986,0.6025,0.6086969008152772,0.08348430042547847,0.32318805297418635,0.06258909810343995,0.212576401047878,0.0637976601755693,0.04311378351091412,2.513342154304498,1.1966503694134443,0.32254791937268645,0.6774520806273135,0.3846927140252273,0.22400418679004985,0.6319938766075154,0.3680061233924846
71,fit12,152.83858988658307,0.7127,0.7161450121121093,327.3641964363641,0.3754,0.3866323821032828,143.7097828971009,0.7265,0.7320616930782844,0.026784022860929478,0.26948786651997775,0.026525296877651157,0.0693644480088497,0.03214781150451042,0.0372845011486738,3.157218931475852,0.2871222450328554,0.08336057037296507,0.9166394296270349,0.5307871615435554,0.20127453153472893,0.7250579651444686,0.2749420348555313
98,fit12,288.36122227829026,0.701,0.706869465577523,409.9816614982711,0.3819,0.3926426282139092,287.4505159055254,0.7057,0.7147655331428634,0.07708539171169208,0.39851298978876476,0.0696626610453623,0.1282352430188853,0.06716849770013224,0.09254436135569628,4.075387896423953,0.3351720751731864,0.075993088707920875,0.924006911292079,0.5144961852532386,0.20026934788962483,0.7198111288200629,0.2801888711799371
109,fit12,701.4194401911201,0.4055,0.40871331983990195,819.2605032073839,0.1782,0.1861964839806426,688.0786633176546,0.43,0.4359123923922135,0.03516878398616377,0.3738833145226404,0.044420492920108016,0.14329236069067958,0.09242025499024871,0.09275268085129491,2.8904995673623364,0.40636643553322005,0.12325840212381044,0.8767415978761895,0.32921461412573644,0.10669777826647708,0.7552311424758132,0.2447688575241867
148,fit12,587.4505751569068,0.4628,0.46570285376320814,618.737490374103,0.4088,0.4139801517343773,575.3758127579472,0.4888,0.49745742023325684,0.056118031057462284,0.13001518307868865,0.03787058880467281,0.11158482724373382,0.045192279981736645,0.05759757385586063,1.931955182543867,1.3254947114501054,0.40691177288529556,0.5930882271147044,0.27459006113104384,0.222867359102213,0.5519870645457234,0.4480129354542765
151,fit12,224.47007668406843,0.5548,0.5662848159421593,307.98837686763073,0.2358,0.24635892013447871,205.29101823159087,0.6018,0.6081713940025476,0.0181520175869832,0.415425706423804,0.027404261065498828,0.22084287224593563,0.10132420480679559,0.1651168885242183,2.401445401464098,0.7222963981677326,0.23122794536118949,0.7687720546388105,0.4640486449051141,0.1441227490974335,0.7630228081776076,0.23697719182239238
160,fit12,413.9772693002675,0.4802,0.4859817057528437,459.32048799426764,0.3752,0.37762365101540296,388.75438398680217,0.5305,0.5371056811867824,0.03694970260573622,0.24475278181213064,0.038687921023644475,0.1533740768149499,0.07914083923497255,0.0752865829239337,1.6024707575529233,0.9820967822162492,0.3799849557438767,0.6200150442561234,0.32273186796211156,0.2143738132246708,0.6008721919474154,0.3991278080525847
164,fit12,263.5398715971977,0.3918,0.40069200112294967,297.3633722944134,0.1999,0.212382561742109,252.09853540376145,0.4532,0.46882332949927286,0.08183710410358463,0.44639248084746813,0.08172795496276498,0.2290020061790688,0.08960563197101659,0.06806126283889083,2.5602233012148514,1.1368924678433279,0.30750794372147705,0.6924920562785231,0.32856638444005676,0.1402569450592161,0.7008319846006434,0.2991680153993566
174,fit12,333.790304875571,0.2369,0.24056165575839136,332.9561446020536,0.2448,0.2533482379012869,315.3076709920226,0.3061,0.3149306604899131,0.04176998694569413,0.1585472513692805,0.05821979065706461,0.14860630754372006,0.04826074021364549,0.053586999765323176,0.9563265432022234,0.8980905050468186,0.4842980201755609,0.5157019798244391,0.15107203917350875,0.16385862131640433,0.4796993691833553,0.5203006308166447
216,fit12,518.4818839675735,0.3794,0.3852394642829031,570.6222533020358,0.2391,0.2460023989025534,504.67912233309715,0.4159,0.4252715890792459,0.04033975458511305,0.2978255034321627,0.039387553259071444,0.16283734779381748,0.05898938439293116,0.07109457917869538,2.2350979152158503,0.9359188580884703,0.2951478736939026,0.7048521263060973,0.2822543272297978,0.14301726184944807,0.6637037001246797,0.33629629987532034
252,fit12,435.8971018368435,0.3628,0.36688909771807643,377.164185216489,0.5014,0.5074308095405562,353.33206141692807,0.5501,0.5580572689654542,0.037296965241974456,0.140382965107739,0.04238609164931257,0.2552409238715926,0.04228085331350083,0.03533041733074157,1.1066636913059005,1.593446242880556,0.590141246734334,0.40985875326566595,0.2087577785714872,0.34929949039396696,0.3740794900109259,0.6259205099890741
257,fit12,366.84271341601095,0.5378,0.5432704069138015,527.1429297715526,0.2747,0.28022222097519156,358.2080283092885,0.554,0.5645043937516225,0.01429482780976741,0.24460257856071058,0.012999092933592181,0.060510116704873246,0.033273623839908985,0.02638821737934174,2.377693757130765,1.063085583947572,0.3089665097833335,0.6910334902166664,0.4137762898451162,0.15072810390650632,0.7329903795703219,0.2670096204296782
258,fit1,409.459614365191,0.6597,0.6642803506802174,635.5169017245896,0.1971,0.20872813856904848,411.566842103735,0.658,0.6637063304735651,0.044561153535699075,0.47913726785272165,0.04955211729353506,0.08371375184160575,0.11322647401568116,0.08513306878549258,4.663436129436209,4.4477490633203346e-7,9.537492346130455e-8,0.9999999046250765,0.559629271292367,0.10407705918119808,0.8431880872569989,0.15681191274300102
290,fit12,292.7509281372277,0.554,0.5581924314832608,403.424717001739,0.2589,0.26755332981376156,275.1143725305764,0.5933,0.601751441590958,0.04105105592266311,0.335304920734204,0.03524380288954012,0.1361499644224632,0.032073402828493865,0.03923775938698156,2.4182274310476886,0.9946870059740007,0.2914479763055599,0.70855202369444,0.4461952716302286,0.15555616996072935,0.7414943127523589,0.2585056872476411
328,fit12,306.2496354607093,0.2938,0.3044563630906675,337.9561753820482,0.165,0.1748100435318859,298.11746234741474,0.3305,0.3484465572188343,0.04813150455147532,0.2222345657791163,0.0644891265690933,0.11332878135493248,0.0466549605461026,0.05459045490174376,0.8616766169157639,0.5652243422149921,0.39612023427282383,0.6038797657271762,0.23904643838880793,0.10940011883002634,0.6860347259470267,0.3139652740529733
351,fit12,697.1687684498521,0.3337,0.3415742102245799,701.3342791520056,0.3233,0.3290252210485606,653.5376866768737,0.4163,0.4259380831376319,0.04090031388794217,0.25021301073249913,0.07932312291220536,0.19445198810277206,0.042998597416110076,0.03841289887459579,1.8039914465854991,1.6931627606961,0.484154446827275,0.5158455531727251,0.2192435361568256,0.20669454698080628,0.5147310016089409,0.4852689983910591
362,fit12,188.94055971773452,0.1889,0.19655187702984644,153.08907193417818,0.4226,0.4309835689197392,105.12304692614582,0.6328,0.6397481196175407,0.08142896999839096,0.3165066014628957,0.10736373795200717,0.4389278953879589,0.10575439836345017,0.08219040701634797,1.3112568171622057,1.9426140672239482,0.5970163341593145,0.4029836658406855,0.202658213863824,0.43708990575371676,0.31677813134484667,0.6832218686551533
376,fit12,781.1149661399172,0.1637,0.16909731736700082,778.0338045213707,0.168,0.1704295760146298,768.0091468079746,0.1958,0.202430130260275,0.06310423346870149,0.12982438279298808,0.075910932796954,0.1294904106988685,0.06109478238709354,0.04260738953653734,1.1546945287751798,1.1624086527507966,0.5016646051926217,0.49833539480737826,0.10054893580632301,0.101881194453952,0.4967093370786354,0.5032906629213646
394,fit12,479.7667344525532,0.5643,0.5698964799474181,660.4467215468501,0.1626,0.16665882363739076,462.86891287340217,0.5939,0.603235438268653,0.026872572344184473,0.5057151137972102,0.024913518107895678,0.15228838827863783,0.06997294544321887,0.052196802847167344,2.3303749497922013,0.6894838235120657,0.2283165787775058,0.7716834212224942,0.5032365472893402,0.09999889097931283,0.8342290843085748,0.16577091569142524
444,fit12,819.7163953852627,0.266,0.2697991118325267,790.7601204898214,0.3149,0.3197127410584127,756.2072500870992,0.3705,0.37775335268302074,0.049042275458753344,0.15027121174968747,0.044543574691186784,0.2095975624510885,0.038852140606625084,0.03973933065458402,1.1211197827594508,1.2419371639603805,0.5255637896007197,0.4744362103992803,0.16391986172856737,0.21383349095445336,0.4339335721690214,0.5660664278309786
462,fit12,233.20409080978436,0.5538,0.5600153858526798,252.49928282020065,0.4997,0.5118306096436436,220.87649675857688,0.5941,0.605986900997946,0.05949069005510349,0.1573087995466807,0.04549899825326641,0.13468141561066835,0.04380433417013235,0.057307371169667456,2.1138303763152866,0.9869139165567317,0.3182829099534091,0.6817170900465909,0.32708583860349116,0.2789010623944549,0.5397572753880365,0.4602427246119635
467,fit1,550.2548233880814,0.3484,0.35506877655172564,633.6133059498018,0.1343,0.14352739761113947,550.331616361437,0.3483,0.35507042096881264,0.04401074506298,0.2948314487786173,0.04400035467514569,0.1366938067430138,0.06556158273572266,0.13669315420232425,3.528847974442467,6.973845013274552e-7,1.9762380486732598e-7,0.9999998023761951,0.2833058999546994,0.07176452101411324,0.7978865127140043,0.20211348728599565
480,fit12,565.53118677264,0.285,0.2882726784077355,617.5894413946431,0.1718,0.18273599642007868,556.0887615738847,0.3058,0.30995787034461625,0.042854272906458116,0.23766147979479688,0.04915550010068289,0.11234834578571502,0.061498834593434804,0.07266534837102655,2.096803507333128,0.5946060084976785,0.22092736352465878,0.7790726364753411,0.20774727616613653,0.1022105941784797,0.6702435912827757,0.32975640871722434
597,fit1,345.54580980321913,0.374,0.37994867901912466,435.6584731302857,0.0254,0.0338680641161101,347.53766339279673,0.3708,0.3799572823512605,0.04966685300133918,0.3854877713213214,0.04961861827608235,0.11281721238339586,0.09893759197823572,0.11282283268655592,1.9973645555145683,2.2382287775359403e-6,1.1205897607525484e-6,0.9999988794102393,0.3630189486271375,0.016938333724122956,0.9554204261613181,0.04457957383868198
681,fit1,668.2557411912953,0.4394,0.44693519121096426,782.1132316005875,0.181,0.19222152759822367,672.9701406100418,0.4293,0.43558360030041765,0.05134383253606065,0.44827627217263927,0.07999702847458769,0.20868666393255647,0.1678343414990829,0.20915600144134558,4.238362239308131,3.80231770547753e-6,8.971187641969124e-7,0.9999991028812358,0.34514863195657913,0.09043496834383853,0.7923820633250048,0.2076179366749952
693,fit12,242.51287817113158,0.3801,0.3853630564124988,260.51992418105596,0.2798,0.28586651701237714,218.1208202712777,0.4993,0.5087960292183288,0.08087274120142707,0.37416793686313937,0.09247962817178985,0.3057329234080452,0.15001360207722217,0.10530885789197282,1.8441968068218606,1.4278557284851545,0.4363792185724119,0.5636207814275881,0.3041462843092252,0.20464974490910356,0.597776450371458,0.402223549628542
749,fit1,714.4330925128194,0.2404,0.2460964780841693,798.9460596900352,-0,-4.673783846700622e-13,714.4373070390579,0.2403,0.24605070024505582,0.059182738686983476,0.4440720238200689,0.059383906472022845,0.27629004829278486,0.24629947147489673,0.27631157322456895,2.117350340338051,7.000015403490916e-12,3.3060260600757113e-12,0.9999999999966939,0.24607358916484623,-2.2888919790424193e-5,1.0000930252170288,-9.302521702896119e-5
814,fit12,251.64257076321942,0.3503,0.35369306001213296,262.93533109808754,0.3178,0.3238292457490189,211.7853226950608,0.4628,0.4681446119750207,0.04110093852710519,0.1826039833694546,0.02875235636122117,0.16039632045512422,0.033204689173360905,0.015740964027230842,1.2332588844456105,0.9020644189747662,0.4224486369487154,0.5775513630512847,0.2490042131190674,0.21914039885595332,0.5318959286288951,0.46810407137110494
858,fit1,645.2202317960749,0.4418,0.4463352495657902,796.8939629530273,0.106,0.11341288664521959,647.2125989695346,0.4401,0.4465269289064041,0.053160599970054644,0.4145735712278239,0.051801586624888464,0.18672887499036084,0.08248001675608115,0.18668888855077612,2.710081482493002,1.388905469840377e-6,5.124955714448932e-7,0.9999994875044286,0.3897246459134873,0.05680228299291676,0.8727909128973875,0.12720908710261236
877,fit12,784.033255275337,0.4419,0.44527812548576245,904.2907690614123,0.269,0.27276252650036936,783.3110932301041,0.4439,0.4483801597726281,0.02690147414677706,0.23719565739875792,0.029372551565455342,0.0623293966993686,0.03392561356629955,0.052562560724196274,2.8274116395023414,0.38470160803458614,0.11976589191853003,0.8802341080814701,0.3104478793790106,0.1379322803936175,0.69237648591864,0.30762351408135996
908,fit2,248.95805958696266,0.145,0.15949508369060075,180.33543478987417,0.5518,0.5615407592070636,181.06318475514814,0.5529,0.5668786463973712,0.08790472462594508,0.08267380094520381,0.051097697222964485,0.48331950498518966,0.06776722654290462,0.07002409608391098,0.26051136553594817,2.2991414250529862,0.898223944085788,0.10177605591421199,0.08241648544045417,0.484462160956917,0.14538647021585246,0.8546135297841475
923,fit12,199.08107857670643,0.3911,0.4083934463193677,196.60666674782476,0.4051,0.42079545445575484,176.5119580179331,0.5197,0.5368835887424518,0.08512236718311073,0.27726620498667254,0.09946883980496202,0.2860084500644413,0.11760868323415276,0.08917186531927677,1.5405765057327772,1.639672063316519,0.5155798446932979,0.48442015530670207,0.2622407903030323,0.27464279843941947,0.4884500025737083,0.5115499974262917
931,fit12,365.5837259493196,0.4073,0.4181181986634459,403.35576423291616,0.27,0.27385316115772396,335.63053344868007,0.4887,0.49402445726593436,0.03919642041912231,0.36812809317038786,0.06592004277589184,0.23868384576661467,0.07549599433231795,0.06832537163354614,2.1993987580132974,1.1994798260191104,0.3529045820154173,0.6470954179845826,0.31914474738582815,0.1748797098801062,0.6460100156823448,0.35398998431765516
