mcsa_id,pdb_chain_id,uniprot_id,assembly_type,ec,gene3d,resolution,cath_class,cath_architecture,ec_class,ec12,ec123,nprot,nresidues,seqid_mean,rmsd_mean_0,dactive_mean,dactive_sd,dactive_range,lrmsf_mean,lrmsf_sd,lrmsf_cv,lrmsf_range,lrmsd_mean,lrmsd_sd,rmsd_mean,rmsd_sd,nresidues_asite,lrmsf_asite,lrmsd_asite
2,1btl_A,P62593,monomer,3.5.2.6,3.40.710.10,1.8,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.5,3.5.2,6,263,0.43093333333333333,1.7766666666666666,13.089890532835003,5.420832045264878,25.295047282027365,-1.080904062721602,0.2184784469739542,-0.20212565990717862,1.165132273067071,-0.2444706478698523,0.6965368625631374,1.0443339993632343,1.0098311595403608,6,-1.2748798551891536,-1.0480156089406913
15,1znb_A,P25910,monomer,3.5.2.6,3.60.15.10,1.85,alpha/beta,4-Layer Sandwich,Hydrolases,3.5,3.5.2,6,219,0.3476666666666667,1.837,12.054025377365873,6.0007255827323975,26.647716093504144,-1.0566914418914999,0.2874980095751704,-0.27207375604418915,1.9336252530807234,-0.19721158879206271,0.6866950443136932,1.1018930583939852,1.1459991081701266,8,-1.202408507559963,-0.9964046619515095
71,1eug_A,P12295,monomer,3.2.2.27,3.40.470.10,1.6,alpha/beta,3-Layer(aba) Sandwich,Hydrolases,3.2,3.2.2,8,216,0.43275,1.4916785714285714,13.881706646824748,6.281890812391674,27.950500102860413,-1.0189438827195743,0.18602337817811393,-0.18256489030741826,1.0177035877260108,-0.23462685900906147,0.5410894350617118,0.9295556202646752,0.619272202598934,4,-1.160570980704301,-0.6468993917428166
98,1bsz_C,P0A6K3,monomer,3.5.1.88,3.90.45.10,1.9,alpha/beta,Alpha-Beta Complex,Hydrolases,3.5,3.5.1,10,168,0.3652444444444444,1.4438,10.744583931197681,4.847498618761474,20.36906205498918,-0.906937872618935,0.33746600307685876,-0.3720938481732703,2.099331285565409,0.08353185088646035,1.0246816702452572,2.150636027231224,3.4192068446898354,7,-1.2627693104232502,-0.8490288396362244
109,1d3g_A,Q02127,monomer,1.3.5.2,3.20.20.70,1.6,alpha/beta,Alpha-Beta Barrel,Oxidoreductases,1.3,1.3.5,4,356,0.4425,2.654166666666667,15.5802992495795,7.164197305519125,34.442730684427445,-1.092478531999787,0.225283832015615,-0.20621350938881328,1.3869485211480275,-0.19772725595291238,0.8148554298169142,1.2709649322007488,1.660169708892974,7,-1.1862084680120801,0.06616519145622461
148,1onr_A,P0A870,monomer,2.2.1.2,3.20.20.70,1.87,alpha/beta,Alpha-Beta Barrel,Transferases,2.2,2.2.1,5,316,0.5256,2.0889,13.507792645795215,5.545326745456714,27.7909758914652,-1.004535823899306,0.2939132459382867,-0.29258612679177914,1.3759278297147723,-0.30178887845464536,0.8301270922652699,1.062983305214904,1.1173830954490673,5,-1.3300401177949603,-0.8528200604991708
151,1q0n_A,P26281,monomer,2.7.6.3,3.30.70.560,1.25,alpha/beta,2-Layer Sandwich,Transferases,2.7,2.7.6,4,157,0.4721666666666667,2.0735,12.612760355687364,5.236762461974212,24.858611405305805,-0.9540306769587487,0.26583474414130515,-0.27864381152682743,1.2695766971938707,-0.19331709372372924,0.7020908860643159,1.1010619449543992,1.021396316853712,4,-1.0680900907934916,-0.21736330615734734
160,1ako_A,P09030,monomer,3.1.11.2,3.60.10.10,1.7,alpha/beta,4-Layer Sandwich,Hydrolases,3.1,3.1.11,10,255,0.33882222222222225,2.626488888888889,12.663053526194938,5.306639207791468,23.878188143156923,-1.0510819675591365,0.2411743917725709,-0.2294534576904934,1.3484978769775613,0.10269918194633232,0.7460571992121103,1.4859527140142916,1.3651655765378798,7,-1.3023367881914472,-0.966301226131276
164,1ruv_A,P61823,monomer,4.6.1.18,3.10.130.10,1.25,alpha/beta,Roll,Lyases,4.6,4.6.1,5,119,0.4847,1.9183,9.663463461869704,3.822733608620217,17.85638566451789,-0.8734061263715033,0.31239662696463444,-0.3576762488058809,1.9277833109802085,-0.39548620467998685,0.8698921859559461,1.036032518626318,1.1589981435104268,5,-1.0426790568088864,-0.7706153779233778
174,9pap_A,P00784,monomer,3.4.22.2,3.90.70.10,1.65,alpha/beta,Alpha-Beta Complex,Hydrolases,3.4,3.4.22,12,211,0.4339545454545454,1.5662575757575758,13.556111588811133,5.609075781118278,26.09847907445949,-1.1243150851000248,0.21273474576665832,-0.18921274701898388,1.1167268606287748,-0.20175620180347223,0.5948092289652386,0.9984410699057037,0.7513971853504695,4,-1.2432265721931377,-0.46195758815584576
